city,quality_score_mean,quality_score_median,quality_score_min,quality_score_max,quality_score_std,confidence_level_<lambda>,missing_values_percentage_mean,outlier_count_sum,SO2_mean,SO2_median,NO2_mean,NO2_median,PM2.5_mean,PM2.5_median,RSPM_mean,RSPM_median,SPM_mean,SPM_median,total_measurements
Noida,86.49136786188579,88.24,58.81999999999999,94.12,6.266056434791304,26.89243027888446,13.435590969455511,22,13.420432309468941,11.2,44.293637809563734,44.7,,,144.38808837680835,141.0,398.83213859023294,426.16666665,1506
"Noida, Ghaziabad",63.03074074074075,64.71000000000001,58.81999999999999,64.71000000000001,2.6458602293538442,0.0,36.59888888888889,2,,,,,,,,,502.0952380952381,530.0,27
Nongstoin,88.24,88.24,88.24,88.24,0.0,0.0,11.76,0,2.0,2.0,8.809322033898304,10.0,,,26.36864406779661,26.0,,,236
Ongole,88.01728706624606,88.24,70.59,88.24,1.973211790102118,0.0,11.982712933753943,0,4.706070287539936,5.0,22.39297124600639,22.0,,,64.56869009584665,65.0,,,317
Palakkad,81.69614125753661,88.24,58.81999999999999,94.12,8.627140769449094,10.422049956933678,18.27801894918174,6,3.77349593495935,2.0,8.211090425531914,6.3,,,58.81022461814914,39.0,134.53529581529583,145.0,1161
Panaji,82.21648445873525,88.24,64.71000000000001,94.12,7.214786130944024,0.4287245444801715,17.783515541264737,0,5.2363977485928705,3.0,13.744642857142857,12.0,,,61.90231362467866,55.0,113.69670329670329,103.0,933
Panjim,76.23713375796179,76.47,52.35,82.35,6.016842179159869,0.0,22.106815286624204,46,27.05796178343949,20.0,15.370512820512822,18.700000000000003,,,0.0,0.0,67.28,0.0,157
Paonta Sahib,82.30106634353227,88.24,58.24,88.24,6.831095125976805,0.0,17.59139048773099,35,2.4123123123123125,2.0,13.782013932868903,14.0,,,128.3049900199601,119.0,247.23272297696397,223.0,3301
Paradeep,92.64311688311687,94.12,84.12,94.12,2.5743184068293172,75.06493506493507,7.330909090909091,2,10.945454545454545,10.0,12.225974025974025,12.0,35.43103448275862,29.0,94.88571428571429,82.0,,,385
Parwanoo,83.62347147317627,88.24,58.81999999999999,88.24,6.653799951059724,0.0,16.359497587283567,12,2.62927525883613,2.0,11.63430754030009,11.0,,,75.95011154857194,69.0,172.13627992633516,154.0,3523
Patancheru,86.396286966046,88.24,77.35,88.24,2.818865664140854,0.0,13.559901423877326,8,8.83658269441402,6.0,23.31993428258488,23.0,,,87.28148959474261,87.0,216.48745519713262,170.0,913
Pathanamthitta,88.24,88.24,88.24,88.24,0.0,0.0,11.76,0,2.0,2.0,13.630485762144053,13.0,,,23.132328308207704,23.0,,,597
Patiala,87.94942857142857,88.24,58.81999999999999,88.24,2.472700054368963,0.0,12.047087108013937,1,6.37578125,6.0,17.656509500351866,16.7,,,108.12054462934945,103.0,198.0,193.0,1435
Patna,83.75786308381318,82.35,46.47,94.12,5.906410581362729,12.539987204094691,15.851861804222649,104,9.735405027932961,9.0,32.79193548387097,27.0,,,123.70517629407352,107.0,271.65335753176043,253.0,1563
Pithampur,88.07064748201438,88.24,76.47,88.24,1.406710732515927,0.0,11.929352517985611,0,8.153284671532846,8.0,17.766423357664234,18.0,,,119.18705035971223,124.0,,,139
Ponda,90.38726027397261,94.12,70.59,94.12,4.826813656455844,50.68493150684932,9.612739726027398,0,4.919534883720931,5.0,10.002777777777778,9.2,17.135922330097088,16.0,50.33816425120773,49.0,47.43,41.5,219
Pondicherry,85.52142464812908,88.24,58.81999999999999,94.12,6.676383468488564,18.125643666323377,14.475142464812906,2,8.882249267938507,6.2,13.069797288944917,13.0,,,44.807010124340636,42.33333333,79.43871951218293,71.5,2913
Pondichery,79.78863945578232,82.35,42.35,82.35,4.8742456720999545,0.0,18.476666666666663,117,29.670232558139535,18.3,34.313752913752914,25.1,,,,,161.52238805970148,125.0,441
Pune,85.8694516315891,88.24,52.35,94.12,4.638832027639657,9.113728519019116,13.400677737014869,744,24.676891813431393,22.0,45.356015473887815,42.0,,,107.54748021657643,94.0,212.7364406779661,210.0,5179
Puri,91.70206896551724,94.12,88.24,94.12,2.9052902494857173,58.620689655172406,8.211724137931034,1,2.293103448275862,2.0,17.137931034482758,16.5,30.228571428571428,18.0,93.67241379310344,81.0,,,58
Rai Bareilly,87.94494845360823,88.24,58.24,88.24,2.79887325247292,0.0,11.802474226804124,1,10.727743271221533,10.0,15.543846949327818,16.0,,,158.32123711340208,163.0,,,970
Raichur,88.24,88.24,88.24,88.24,0.0,0.0,11.76,0,7.484848484848484,7.0,11.537878787878787,11.0,,,85.06818181818181,87.0,,,132
Raipur,80.98509367681497,82.35,58.81999999999999,88.24,5.617806638403106,0.0,18.605070257611242,140,14.293892137745289,13.7,37.66523716699155,37.0,,,210.2026335040234,196.0,294.928632115548,277.0,1708
Rajahmundry,86.63157556270096,88.24,70.59,88.24,4.090431528609148,0.0,13.368424437299035,0,9.58736059479554,8.0,17.63197026022305,18.0,,,64.51935483870967,62.0,,,311
Rajkot,86.34222820236813,82.35,52.35,94.12,5.094537741100705,22.766415500538212,13.550129171151776,28,12.32667025862069,12.0,17.556142241379312,17.0,30.181818181818183,30.0,112.17200789622109,99.0,217.02943581357317,191.0,1858
Ramagundam,86.2713812154696,88.24,58.81999999999999,94.12,3.5983413304283447,4.41988950276243,13.680276243093923,7,6.479554937413074,4.0,14.220083682008367,11.0,,,75.63201109570042,67.0,240.2560553633218,225.0,724
Ranchi,85.66561589403973,88.24,58.81999999999999,88.24,3.7781041988910427,0.0,14.248291390728475,13,18.889171122994654,18.15,35.43738062755798,35.0,,,175.36107382550335,167.0,341.612582781457,339.0,755
Ranebennur,88.24,88.24,88.24,88.24,0.0,0.0,11.76,0,3.986754966887417,4.0,6.9072847682119205,7.0,,,58.69867549668874,54.0,,,302
Raniganj,88.92465458663646,88.24,76.47,94.12,4.207566148114436,32.955832389580976,9.682366930917327,246,34.635714285714286,8.3,58.8562358276644,55.0,,,120.06209890551528,91.0,335.12420382165607,297.0,883
Rayagada,86.34239461883408,88.24,70.59,94.12,6.076146767412459,26.367713004484305,13.657605381165919,0,3.238558187438208,3.0,17.49044251824361,19.8,28.379310344827587,29.0,58.28013303436323,59.0,110.69480925135909,109.0,2230
Renusagar,89.72566066066067,88.24,76.47,94.12,3.084560084721091,28.678678678678676,10.259324324324325,2,17.435950332780337,18.0,28.44805555560676,27.52666667,,,138.5655655664114,136.0,255.0608333335,250.0,666
Rishikesh,86.57027906976745,88.24,76.47,88.24,4.0965371649950875,0.0,13.429720930232557,0,23.18918918918919,24.0,25.902173913043477,26.0,,,110.18604651162791,109.0,,,215
Roha,90.89055118110237,88.24,83.24,94.12,3.24213497878948,48.031496062992126,8.912598425196851,10,18.75984251968504,18.0,34.29133858267716,34.0,,,113.80708661417323,93.0,155.8048780487805,155.0,254
Rourkela,85.31935560053981,82.35,46.47,94.12,6.742689937258616,24.021592442645073,14.586177462887989,32,7.6321673478627385,5.208333333500001,12.695024401299627,10.55,49.8445945945946,45.5,98.14630937876574,97.0,185.89538314153606,191.0,2964
Rudrapur,77.79079812206572,76.47,46.47,88.24,5.068341418783368,0.0,21.927511737089205,0,4.241379310344827,2.0,7.275862068965517,4.5,,,139.88732394366198,135.0,,,213
SANAND,94.12,94.12,94.12,94.12,0.0,100.0,5.880000000000001,0,14.043478260869565,14.0,21.304347826086957,21.0,32.0,32.0,93.04347826086956,95.0,,,23
SILIGURI,88.24,88.24,88.24,88.24,0.0,0.0,11.76,0,3.2884615384615383,3.0,17.932692307692307,17.0,,,89.01923076923077,88.5,,,104
Sagar,83.06275956284152,82.79499999999999,58.81999999999999,94.12,8.398380195729121,17.076502732240435,16.93040983606557,1,3.5998439937597504,3.4,14.936969696969696,15.0,40.46064705882353,40.585,109.73195876288659,104.0,239.48451327433628,223.0,732
Saharanpur,81.71826086956521,88.24,58.24,88.24,12.510864843424482,0.0,11.760000000000002,0,28.369565217391305,28.0,20.282608695652176,20.0,,,43.47826086956522,44.0,,,46
Salem,85.79521044992742,88.24,58.81999999999999,94.12,4.328552599049336,8.853410740203193,14.201161103047896,1,8.155570175439099,8.0,25.783829335329838,24.2,16.48148148148148,15.0,63.19416415664157,57.0,100.35264993027894,89.0,1378
Sambalpur,84.76676939426142,82.35,70.59,94.12,5.711766241245929,12.964930924548353,15.233230605738575,0,3.6436293436293434,3.8,13.891360174102285,14.0,49.78947368421053,50.0,51.87654622741764,52.0,126.58991304347826,129.0,941
Sangareddy,91.13047765793529,94.12,70.59,94.12,3.321860522842469,50.38520801232666,8.66151001540832,27,6.941472868217054,5.0,38.18062015503876,31.5,43.96892655367232,40.0,88.92248062015504,75.0,,,649
Sangli,88.51582162492363,88.24,83.24,94.12,1.6157837425340213,6.353084911423336,11.386438607208307,32,10.976786805131338,10.0,39.231521075137444,35.0,,,80.9902260232132,74.0,108.0673076923077,101.0,1637
Sangrur,83.49147286821704,82.35,82.35,88.24,2.3372336415004002,0.0,16.508527131782945,0,4.76,5.0,13.217054263565892,13.0,,,100.33333333333333,93.0,,,129
Sanguem,93.94696078431373,94.12,82.35,94.12,1.294372654950312,98.0392156862745,6.053039215686274,0,5.467661691542289,5.0,10.368159203980099,10.0,15.805825242718447,14.0,46.44607843137255,47.0,23.01,21.9,204
Sankrail,90.72581366459627,89.12,78.24,94.12,2.958762681768638,41.86335403726708,8.721391304347826,89,9.472173913043479,8.4,57.430310559006216,53.3,,,105.85196687298136,82.0,198.4178685913221,166.5,805
Saraikela Kharsawan,88.19726495726496,88.24,83.24,88.24,0.4622501635210276,0.0,11.76,1,35.29059829059829,35.0,45.41880341880342,45.0,,,162.86324786324786,157.0,,,117
Sarigam,94.12,94.12,94.12,94.12,0.0,100.0,5.88,0,14.0,14.0,21.041666666666668,21.0,31.375,31.0,87.79166666666667,87.0,,,24
Satna,82.40438472418671,82.35,46.47,94.12,6.9581427661057935,13.154172560113153,17.41881188118812,44,4.839405204460967,3.4,7.710432569974555,7.0,,,166.6728971962617,139.0,254.15849056603773,211.5,1414
Shillong,83.55352878464818,88.24,58.81999999999999,94.12,7.950967902151145,8.528784648187633,16.446471215351814,0,2.6414292671073776,2.0,11.35157049249778,10.0,,,66.75876486412544,63.0,78.00244498777506,68.5,1876
Shimla,83.14070541931578,88.24,52.35,88.24,6.594068858569863,0.0,16.836587950348168,3,3.511887631976622,3.0,12.096523110009674,11.0,,,52.988436285928515,49.0,102.2772808586762,87.0,3303
Shimoga,88.24,88.24,88.24,88.24,0.0,0.0,11.76,0,4.339805825242719,4.0,7.449838187702265,7.0,,,42.92556634304207,38.0,,,309
Sibsagar,82.1295,82.35,76.47,82.35,1.1194378819515254,0.0,17.8705,0,4.951063829787234,4.5,11.711016949152544,11.55,,,82.67083333333333,74.5,129.8,120.0,240
Silchar,82.35,82.35,82.35,82.35,0.0,0.0,17.65,0,5.574666666666666,5.3,14.458666666666668,14.5,,,57.013333333333335,53.0,97.93333333333334,86.0,75
Silcher,88.1416998827667,88.24,76.47,88.24,0.974692701765832,0.0,11.8289917936694,5,6.389976415094339,6.0,14.879893867924528,14.8,,,91.71101992966003,80.0,,,853
Silvassa,82.35,82.35,82.35,82.35,0.0,0.0,17.65,0,9.60204081632653,9.5,17.413605442176873,17.3,,,87.90816326530613,82.0,220.68367346938774,205.0,294
Sindri,84.1975108695652,82.35,52.35,94.12,4.8587076067768855,3.5869565217391304,15.460097826086956,51,19.694683257918552,16.6,42.241185101580136,40.0,,,137.96866485013624,134.0,211.58780036968577,209.0,920
Singrauli,76.88724061810154,70.59,58.81999999999999,94.12,9.975027585604336,20.750551876379692,23.112759381898453,0,17.864779874213838,17.0,24.09496855345912,22.3,42.92040816326531,42.41,69.74829931972789,66.0,307.7595907928389,308.0,453
Sivasagar,88.22827667057445,88.24,83.24,88.24,0.24196662630656077,0.0,11.760000000000002,2,6.537749120750293,6.0,13.739624853458382,13.0,,,95.72801875732708,86.0,,,853
Solapur,86.48577245053272,88.24,70.59,94.12,4.311149907584551,15.981735159817351,13.514227549467275,0,16.611024761904762,17.0,36.340693333333334,35.8,,,89.26109991941982,81.5,289.506747022119,294.0,2628
South Suburban,89.30038461538462,88.24,83.24,94.12,3.116455108124666,24.807692307692307,10.007307692307693,144,11.98898076923077,5.7,46.14782692307692,41.7,,,93.5320737175,64.0,179.82795699090323,125.83333335,1040
Srikakulam,88.056,88.24,70.59,88.24,1.5366608683127914,0.0,11.928126984126985,1,11.469453376205788,11.0,20.128617363344052,21.0,,,72.85031847133757,68.0,,,315
Sunder Nagar,87.74920179372198,88.24,70.59,88.24,2.634027230698524,0.0,12.250798206278027,0,2.1078555967847867,2.0,9.619888475836431,8.0,,,76.54918032786885,72.0,,,1115
Surat,86.16367044463819,82.35,47.35,94.12,5.722051707127094,24.324324324324326,13.496312118570183,132,20.225922696890436,18.0,26.26988372093023,25.1,30.77536231884058,31.0,98.60606020942409,96.0,174.68649107901444,173.0,3441
Talcher,85.83405405405405,82.35,40.59,94.12,5.529399627440035,18.76593574706782,14.092004079551248,11,9.619700404132313,9.0,20.68092018653643,20.9,82.39423076923077,81.0,102.32622073565776,100.83333335,197.2650997148951,193.0,1961
Tarapur,77.43155405405405,82.35,58.81999999999999,82.35,8.920652758345383,0.0,22.230608108108108,40,22.83207547169811,19.8,33.44801670146138,31.3,,,81.09014675052411,72.0,123.13924050632912,111.0,592
Tezpur,85.77448152562573,88.24,70.59,88.24,3.3637869593941807,0.0,14.195721096543503,5,5.842368742368742,6.0,12.62484993997599,13.0,,,79.3647199046484,62.0,141.8847352024922,107.0,839
Thane,83.30011602209944,88.24,58.81999999999999,94.12,7.270141758678939,7.07182320441989,16.692977900552485,5,14.668058755760368,13.2,23.578159261396422,15.0,,,75.049610205528,57.0,87.39565580618212,83.0,3620
Thiruvananthapuram,89.2288138256088,88.24,83.24,94.12,2.204483644886238,16.849960722702278,10.769222309505105,1,9.47365671641791,7.0,23.208271798900235,23.455,,,54.495856245090344,53.0,64.3781078090909,60.66666667,2546
Thissur,88.24,88.24,88.24,88.24,0.0,0.0,11.76,0,2.0,2.0,11.06529284164859,10.0,,,45.68329718004338,44.0,,,461
Thoothukudi,85.71426157237326,88.24,58.81999999999999,94.12,4.762019951556489,8.302718589272594,14.067149155033064,119,17.400635841772743,15.0,16.89598564293633,15.0,60.8235294117647,58.0,98.7263672358352,80.0,153.14431818169697,119.0,2722
Tilamol,91.2086274509804,94.12,76.47,94.12,3.5747397960260114,54.41176470588235,8.791372549019608,0,5.625,5.0,10.51,10.0,17.9126213592233,17.0,53.59803921568628,51.0,18.325,17.8,204
Tinsukia,88.24,88.24,88.24,88.24,0.0,0.0,11.76,0,6.300119047619048,6.0,13.43654761904762,13.0,,,78.81428571428572,67.0,,,840
Tirupati,85.92782961460446,88.24,58.81999999999999,94.12,3.8124720194197073,4.9695740365111565,14.072170385395538,0,4.181873727087576,4.0,10.930142566191446,9.0,,,45.53483606557377,38.0,102.82570806100217,101.0,986
Trichy,88.02679628064243,88.24,70.59,94.12,1.7719241975932862,0.6762468300929839,11.968977176669483,1,13.763793103448275,13.0,18.199137931034482,18.0,23.299999999999997,22.0,84.89983022071307,96.0,,,1183
Trivandrum,82.31702325581395,82.35,58.81999999999999,82.35,0.715990160551789,0.0,17.68039276485788,1,9.402586652871186,6.8,24.59286083807553,24.8,,,70.29037267080746,65.0,79.7531055900621,74.0,1935
Trivendrum,74.71490566037735,76.47,46.47,76.47,3.6070556666200084,0.0,25.013867924528306,5,14.654481132075471,11.9,22.968396226415095,22.5,,,,,121.51419558359622,129.0,424
Tumkur,88.24,88.24,88.24,88.24,0.0,0.0,11.76,0,7.554455445544554,7.0,19.445544554455445,17.0,,,121.9009900990099,116.0,,,202
Tura,88.24,88.24,88.24,88.24,0.0,0.0,11.76,0,2.0,2.0,5.840162037020833,5.0,,,45.15956790125,46.0,,,432
Turicorin,81.61829268292682,82.35,52.35,82.35,4.68521285665818,0.0,17.65,0,13.470731707317071,14.9,10.904878048780489,10.0,,,,,45.8780487804878,44.0,41
Tuticorin,76.39372469635627,76.47,46.47,82.35,3.7680236637266256,0.0,23.36336032388664,0,9.445374449339207,8.8,15.194166666666666,14.1,,,,,52.22672064777328,40.0,247
ULUBERIA,88.24,88.24,88.24,88.24,0.0,0.0,11.76,0,14.615384615384615,14.0,43.31730769230769,43.0,,,124.82692307692308,131.0,,,104
Udaipur,85.64782411120022,88.24,58.81999999999999,94.12,5.053958555669448,11.547714514835604,14.060809943865276,218,6.99630998167555,6.0,35.511270359058855,35.0,,,116.39135274310755,98.0,276.0439835916135,252.0,3741
Ujjain,85.29370115929584,88.24,58.81999999999999,94.12,7.152901482034231,16.78832116788321,14.706298840704166,0,12.597383177570094,12.8,13.443244506778868,13.2,,,90.9927927927928,84.0,192.22397003745317,178.0,2329
Ulhasnagar,87.53983157894737,88.24,78.24,94.12,3.894219754368466,12.421052631578949,10.565431578947369,360,31.270526315789475,27.5,59.783157894736846,56.0,,,102.74105263157895,96.0,133.94300518134716,134.0,950
Umsning,88.24,88.24,88.24,88.24,0.0,0.0,11.76,0,2.0,2.0,13.470588235294118,13.5,,,83.83823529411765,81.5,,,68
Una,82.08324956672443,76.47,46.47,88.24,6.210457503759754,0.0,17.838760831889083,0,2.277852906286477,2.0,6.4379432624113475,5.0,,,76.61975524475524,78.0,,,1154
Unnao,87.86317010309277,88.24,70.59,88.24,2.4136976687452902,0.0,12.123943298969072,1,10.899736147757256,9.0,29.87335092348285,29.0,,,106.7565445026178,100.0,,,388
Usgao,93.69754098360656,94.12,82.35,94.12,1.8029860609498,93.77049180327869,6.072950819672132,14,8.376666666666667,6.0,11.83,11.0,17.61764705882353,16.0,76.60983606557377,60.0,38.15837438423645,33.33,305
VAPI,94.12,94.12,94.12,94.12,0.0,100.0,5.88,0,12.583333333333334,13.0,19.708333333333332,20.0,29.25,29.0,83.16666666666667,83.5,,,24
Vadodara,86.8007345013477,82.35,70.59,94.12,5.106589654867239,26.954177897574123,13.187473045822102,7,15.540609137055837,14.6,26.37460263780859,23.0,32.38325991189427,32.0,95.79192970598176,91.0,194.4388370817334,183.0,2968
Vapi,86.34162286768095,83.24,46.47,94.12,5.911536398136085,26.69432918395574,13.510843706777315,52,19.63521256931608,17.4,27.487435304990758,25.3,30.92090395480226,31.0,95.58416176470588,90.0,148.08882907133244,156.0,2169
Varanasi,84.74956976029502,82.35,46.47,94.12,5.937539791998866,8.113091579594345,15.216625691456667,5,17.131846841097637,17.0,21.871526483726868,19.674,,,123.25465172349963,124.0,343.6625957972806,353.0,1627
Vasco,85.23634601579325,88.24,52.35,94.12,6.762992609653857,17.30078966259871,14.7313496051687,3,5.715526046986721,5.0,14.320429252782192,12.95,,,61.05083459787557,54.5,131.71350482315114,119.0,1393
Vijayawada,85.58129479216436,88.24,58.24,88.24,3.757873518370878,0.0,14.289703774486382,0,5.513891577928364,5.0,25.06640963855422,24.0,,,95.97930702598653,97.0,208.22155688622755,202.0,2093
Visakhapatnam,86.36153348339897,88.24,58.81999999999999,94.12,3.6021882817529534,7.034327518289252,13.573750703432752,92,10.803859154929576,9.0,23.68085915492958,24.0,,,77.04209488948332,76.0,183.61633428300095,175.0,7108
Vishakhapatnam,75.86892255892256,76.47,61.47,76.47,2.2089275672509117,0.0,23.60919191919192,31,19.544406779661017,15.6,33.0671186440678,24.3,,,,,155.6127946127946,136.0,297
Vizianagaram,86.96716312056736,88.24,70.59,88.24,4.120532102294214,0.0,13.032836879432624,0,11.918287937743191,11.0,21.53307392996109,22.0,,,69.44280442804428,65.0,,,282
Warangal,88.23961904761904,88.24,70.59,94.12,1.990745483781046,4.603174603174604,11.760380952380952,0,5.484,5.0,11.70542264752791,10.0,,,53.34076433121019,52.0,131.06,130.5,630
Wayanad,88.24,88.24,88.24,88.24,0.0,0.0,11.76,0,2.0064453125,2.0,6.012109375,5.0,,,36.984375,36.0,,,512
West Singhbhum,87.27973509933774,88.24,83.24,88.24,1.9761268336554616,0.0,11.76,29,20.94701986754967,20.0,30.71523178807947,30.0,,,246.41721854304635,180.0,,,151
Yamuna Nagar,86.70714285714286,88.24,46.47,94.12,6.730842985811776,29.78723404255319,12.943313069908816,17,20.51888544891641,19.0,20.160061919504642,22.0,,,146.85436893203882,126.0,243.87958115183247,225.0,329
Yamunanagar,79.62836363636363,82.35,58.81999999999999,82.35,6.008438742541409,0.0,19.735272727272726,28,14.88030303030303,15.3,29.95757575757576,30.7,,,177.57971014492753,146.0,246.44221105527637,223.0,220
